,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw
0,0.0,0.010035917162895203,0.0,0.0,0.0,0.0,0.0,0.0007902816287241876,0.011182673275470734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02070617489516735,0.03669389337301254,0.0,0.0,0.1642429530620575,0.0,0.0027394865173846483,0.0,0.018314365297555923,0.0,0.009085667319595814,0.0,0.008341404609382153,0.01180517952889204,0.01822773367166519,0.0,0.002047312445938587,0.17718510329723358,0.0,0.003613056382164359,0.00023283959308173507,0.0,0.0,0.0,0.0,0.04847552254796028,0.06056757643818855,0.0,0.013648563995957375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03333333333333333,0.015802321955561638,0.0,0.0,0.0,0.0,0.0,0.0010582241229712963,0.0169838797301054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025734681636095047,0.0636669397354126,0.0,0.0,0.27208834886550903,0.0,0.004955343436449766,0.0,0.021438343450427055,0.0,0.007559718564152718,0.0,0.010532842017710209,0.008269217796623707,0.015011499635875225,0.0,0.004823348484933376,0.2893831431865692,0.0,0.014293777756392956,0.012749793939292431,0.0,0.0,0.0,0.0,0.06464725732803345,0.07636856287717819,0.0,0.018082963302731514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.06666666666666667,0.01938774809241295,0.0,0.0,0.0,0.0,0.0,0.001205512904562056,0.020620834082365036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03318607434630394,0.09579938650131226,0.0,0.0,0.2958226203918457,0.0015173458959907293,0.007947573438286781,0.0,0.019432639703154564,0.0,0.008866635151207447,0.0,0.011827202513813972,0.0034982585348188877,0.0114272590726614,0.0,0.017524344846606255,0.3292906582355499,0.0,0.014751491136848927,0.0116829052567482,0.0,0.0,0.0,0.0,0.06895387917757034,0.07965453714132309,0.0,0.019892429932951927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,0.1,0.022095441818237305,0.0,0.0,0.0,0.0,0.0,0.0012585200602188706,0.02325788140296936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.035794276744127274,0.12198814749717712,0.0,0.0,0.261534184217453,0.00017323133943136781,0.006121836137026548,0.0,0.019289590418338776,0.0,0.010602854192256927,0.00463566929101944,0.016442151740193367,0.005588905420154333,0.014258344657719135,0.0,0.03444228693842888,0.30933648347854614,0.0,0.007117976434528828,0.0,0.0,0.000757339526899159,0.0,0.0,0.0678793266415596,0.07783921808004379,0.0,0.02063870243728161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.13333333333333333,0.024766501039266586,0.0,0.0,0.0,0.0,0.0,0.001336528453975916,0.02612275816500187,0.0,0.0,0.0,0.0,0.0,0.0,0.007974602282047272,0.004962885286659002,0.040578048676252365,0.1312793791294098,0.0,0.0,0.21218135952949524,0.0,0.002348180627450347,0.0,0.02623436227440834,0.021741339936852455,0.03313233703374863,0.007899572141468525,0.0191973689943552,0.03150201961398125,0.04000631347298622,0.0,0.042740460485219955,0.24943381547927856,0.0,0.009005589410662651,0.0,0.017302129417657852,0.025203516706824303,0.0,0.0,0.06878557801246643,0.07926064729690552,0.0,0.02157634124159813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.16666666666666666,0.026079263538122177,0.0,0.0,0.0,0.0,0.0,0.0013435001019388437,0.027689000591635704,0.0,0.0,0.0,0.0,0.0,0.0,0.01843305490911007,0.016112903133034706,0.0440259613096714,0.0971531793475151,0.0,0.0,0.14187368750572205,0.0,0.0,0.028306229040026665,0.05859248340129852,0.01798665151000023,0.02777683362364769,0.019552694633603096,0.028653744608163834,0.05328001454472542,0.060052432119846344,0.0,0.0373409278690815,0.20408588647842407,0.01052035577595234,0.008430690504610538,0.0,0.04093044623732567,0.05018588900566101,0.0,0.0,0.06984218209981918,0.08126238733530045,0.0,0.022266143932938576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,0.2,0.026557089760899544,0.0,0.0,0.0,0.0,0.0,0.0014556219102814794,0.028508860617876053,0.0,0.0,0.0,0.0,0.0,0.0,0.013961246237158775,0.023892400786280632,0.04562786966562271,0.05312693491578102,0.0,0.0,0.08725634962320328,0.0,0.0,0.058660026639699936,0.08680342137813568,0.0,0.007925682701170444,0.03282841295003891,0.04063425958156586,0.06102271005511284,0.06665117293596268,0.0,0.04422054812312126,0.15765166282653809,0.030151233077049255,0.007425586227327585,0.0,0.05630561336874962,0.066502645611763,0.03276390954852104,0.03126658499240875,0.06699597835540771,0.07830052077770233,0.0,0.02303679846227169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,0.23333333333333334,0.02628457546234131,0.0,0.0,0.0,0.0,0.0,0.001541778678074479,0.028449401259422302,0.0,0.0,0.0,0.0,0.0,0.0,0.006412515416741371,0.026059169322252274,0.04719916731119156,0.024233287200331688,0.0,0.0,0.04623054340481758,0.0,0.00138395419344306,0.08459935337305069,0.11047869175672531,0.0,0.005998890846967697,0.049695707857608795,0.056411903351545334,0.05824824795126915,0.06430395692586899,0.0,0.057647913694381714,0.09531731903553009,0.04838424548506737,0.009176335297524929,0.0,0.06713689118623734,0.07933494448661804,0.07131943106651306,0.06550895422697067,0.062003329396247864,0.07198256254196167,0.004254859872162342,0.022150050848722458,0.0,0.0004034754529129714,0.0,0.0,0.0011202858295291662,0.0,0.0,0.0,0.0,0.0
8,0.26666666666666666,0.0259903185069561,0.0,0.0,0.0,0.0,0.0,0.0015446738107129931,0.02849043346941471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022594569250941277,0.04747588559985161,0.03034275770187378,0.0,0.0,0.0,0.0,0.0026854979805648327,0.12310133129358292,0.1439686119556427,0.0,0.00721476087346673,0.0778079554438591,0.08263736963272095,0.05936712026596069,0.06661449372768402,0.0,0.08088800311088562,0.0,0.07265008240938187,0.010516162030398846,0.0,0.0778231993317604,0.09258658438920975,0.11083623021841049,0.09927410632371902,0.058438196778297424,0.06725207716226578,0.013337502256035805,0.020024538040161133,0.0,0.001512260059826076,0.0,0.0,0.005660918541252613,0.0,0.0,0.0,0.0,0.0
9,0.3,0.02550739236176014,0.0,0.0,0.0,0.0,0.0,0.0015766992000862956,0.02830202504992485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01427325140684843,0.04136374592781067,0.051678214222192764,0.0,0.0,0.0,0.0,0.0039005987346172333,0.14868266880512238,0.16756531596183777,0.0,0.007888125255703926,0.10986940562725067,0.1141602098941803,0.06149038299918175,0.069437675178051,0.0,0.10320205986499786,0.0,0.08808418363332748,0.009894675575196743,0.0,0.09135045111179352,0.10714619606733322,0.11979329586029053,0.10487151145935059,0.053455594927072525,0.061444904655218124,0.025240140035748482,0.018992792814970016,0.0,0.00031193476752378047,0.0,0.0,0.007529726717621088,0.0,0.0,0.0,0.0,0.0
